attack_date,Country,Area,Location,Activity,Gender,Fatal_Y/N
2012-06-03,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,Snorkeling (filming the sardine run),M,N
2012-05-31,USA,California,"Stinson Beach, Marin County",Surfing,M,N
2012-06-09,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,N
2012-05-07,AUSTRALIA,Northern Territory,Darwin,Fishing from prawn trawler,M,N
2012-05-22,USA,Florida,"a pier at the end of Caxambas Drive, Marco Island ","Fishing, removing the shark from his line",M,N
2012-05-22,USA,Florida,"Atlantic Avenue, Palm Beach County",Playing in the surf with his 2 dogs,M,N
2012-05-21,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,N
2012-05-21,PAPUA NEW GUINEA,Milne Bay Province,Tewatewa Island,Collecting beche-de-mer,M,N
2012-05-13,USA,Florida,"Ten Thousand Islands National Wildlife Refuge, Collier County",Fishing,M,N
2012-05-10,BRAZIL,Pernambuco,"Pina, Recife",Surfing,M,N
2012-05-31,USA,Florida,"St. George Island (near Apachicola), Franklin County",Floating on a raft,M,N
2012-04-30,AUSTRALIA,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula",Scallop diving (using surface-supplied air & a POD) ,M,Y
2013-09-19,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,N
2013-09-21,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,N
2013-09-28,USA,Florida,"North Hutchinson Island, St. Lucie Couny",Surfing,M,N
2013-10-05,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing,M,N
2013-10-05,USA,Hawaii,"Cove Beach / Kalama Beach, Kihei, Maui",Wading near a fishing net,F,N
2013-10-05,USA,Florida,"Crawford Road beach approach at New Smyrna Beach, Volusia County",Sitting on surfboard,M,N
2013-09-17,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2013-09-29,FIJI,Taveuni,Welagi coastal reef off Drekeniwai,Wading to shore from his boat,M,Y
2013-09-14,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2013-07-26,AUSTRALIA,Northern Territory,Nhulunbuy,Surf skiing,M,N
2013-09-14,USA,Florida,"Bathtub Reef Beach, Martin County",Swimming,F,Unknown
2013-09-13,USA,Florida,"Daytona Beach, Volusia County ",Body boarding,M,N
2013-09-13,USA,South Carolina,"Isle of Palms, Charleston County","Standing, stepped on shark",M,N
2013-09-12,SOUTH AFRICA,Western Cape Province,Near the wreck of the Kakapo off Noordhoek Beach,Body boarding,M,Y
2013-09-01,USA,Florida,"Boca Grande, Lee County",Wade-fishing,M,N
2013-08-29,USA,Texas,1.5 miles off Surfside ,Fishing,M,N
2013-08-12,USA,California,"Venice Beach, Los Angeles County",Swimming,M,Unknown
2013-08-08,SOUTH AFRICA,Eastern Cape Province,Jeffrey�s Bay,Sitting on surfboard,M,N
2013-10-05,USA,Florida,"Stuart Park Beach, Martin County",Surfing,M,N
2013-09-14,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Fishing ,Unknown,N
2013-10-05,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,F,N
2013-12-26,USA,Florida,"Miami, Dade County",Swimming,M,Unknown
2013-10-14,USA,Florida,Near Patrick Air Force Base Brevard County,Surfing,M,N
2013-12-31,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,Unknown,Unknown,N
2013-07-20,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,N
2013-12-13,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,N
2013-12-13,NEW ZEALAND,Cook Islands,Pukapuka Northern Group,Swimming / shipwreck,M,Y
2013-12-08,AUSTRALIA,Victoria,Collendina Beach east of Ocean Grove,Surfing amid a shoal of sharks,M,N
2013-11-30,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,N
2013-11-30,AUSTRALIA,Western Australia,Perth? (Margaret River District),Swimming,M,N
2013-11-27,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Spearfishing,M,Y
2013-11-22,USA,Florida,"Daytona Beach, Volusia County",Surfing,F,N
2013-10-06,USA,Florida,Palm Beach?,Swimming to shore from boat or kayak,M,Y
2013-11-12,INDIA,Tamil Nadu,"Mahabalipuram beach, 37 km south of Chennai",Swimming or surfing,M,N
2013-11-06,EGYPT,Sinai Peninsula,"Sha�ab Mahmud, Ras Mohamed Park",Snorkeling,M,N
2013-11-06,SOUTH AFRICA,KwaZulu-Natal,Karridene,Surf skiing,Unknown,N
2013-11-01,AUSTRALIA,New South Wales,"Seal Rocks, north of Newcastle",Standing,M,N
2013-11-01,PANAMA,Pearl Islands,Unknown,Spearfishing,M,N
2013-10-31,USA,Florida,"Ponte Vedra Beach, St. Johns County",Surfing,M,N
2013-10-31,AUSTRALIA,New South Wales,"Lighthouse Beach, Seal Rocks",Surfing,M,N
2013-10-31,USA,Hawaii,"Tunnels surf break off Makua Beach, Kaua'i",Surfing,F,N
2013-10-27,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2013-10-24,USA,Hawaii,Honolua Bay,Snorkeling,M,Unknown
2013-11-12,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing,M,N
2013-07-15,USA,Florida,"Daytona Beach, Volusia County",Wading,F,N
2013-08-19,USA,California,"Avila Beach, San Luis Obispo County","Swimming, wearing black wetsuit & swim fins",F,Y
2013-07-05,USA,Florida,"Near New Smyrna Jetty, Volusia County","Walking, carrying surfboard & stepped on shark",M,N
2013-04-21,USA,Florida,"Melbourne Beach, Brevard County ",Surfing,M,N
2013-04-21,USA,Florida,"Shepard Park, Cocoa Beach, Brevard County ",Surfing,M,N
2013-04-20,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,N
2013-04-20,USA,Florida,"Sunglow Pier, Daytona Beach Shores, Volusia County",Surfing,M,N
2013-04-20,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2013-04-19,USA,Florida,"New Smyrna Beach, Volusia County  ",Jumping,M,N
2013-04-18,USA,Florida,"North Beach, Patrick AFB, Brevard County",Surfing,M,N
2013-04-15,USA,Florida,"Cocoa Beach, Brevard County",Swimming (using a float),M,N
2013-04-09,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,N
2013-04-23,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,M,N
2013-04-04,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2013-02-27,NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,Scuba diving,M,N
2013-02-15,AUSTRALIA,South Australia,"Goolwa Beach, Fleurieu Peninsula",Wading,M,N
2013-02-15,USA,Florida,"Jupiter, Palm Beach County",Swimming,M,N
2013-02-11,AUSTRALIA,New South Wales,"Coogee Bay, near Sydney",Swimming,M,N
2013-02-08,AUSTRALIA,Queensland,Burleigh Lake on the Gold Coast,Swimming,M,Y
2013-01-17,SOUTH AFRICA,Western Cape Province,"Near the lagoon at Table View, Cape Peninsula",Unknown,M,Unknown
2013-01-03,COSTA RICA,North Pacific coast,Playa Tamarindo ,Surfing,M,N
2013-01-02,AUSTRALIA,Western Australia,Left break at the �Hot Spot� at Sheringa Beach,Surfing,F,N
2013-07-09,BAHAMAS,Abaco Islands,Bakers Bay,Spearfishing,M,N
2013-03-10,USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Petting captive sharks,F,N
2013-04-23,BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)",Surfing,M,N
2013-04-11,VENEZUELA,Nueva Esparta,"El Yaqu, Isla de Margarita",Surfing,M,N
2013-04-26,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Killing  sharks,M,N
2013-07-05,USA,Florida,"Canova Beach, Brevard County",Surfing,M,N
2013-04-25,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming ,M,N
2013-07-04,BAHAMAS,Abaco Islands,10 miles west of Walker�s Cay,Spearfishing,M,N
2013-07-01,USA,Florida,"Fort Lauderdale, Broward County",Spearfishing,M,N
2013-07-01,FRENCH POLYNESIA,Society Islands,Moorea,Spearfishing,M,N
2013-07-01,NEW ZEALAND,Cook Islands,Beveridge Reef,Snorkeling,M,N
2013-06-30,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2013-06-24,BRAZIL,Pernambuco,"Piedade, Recife",Unknown,M,Y
2013-06-24,USA,Florida,"Cocoa Beach, Brevard County",Standing,F,N
2013-06-24,USA,Hawaii,"Makua Beach, Oahu",Swimming with pod of dolphins,M,N
2013-06-26,USA,Florida,St Augustine Beach. St. Johns County,Surfing,M,N
2013-06-19,USA,North Carolina,"Masonboro Island, New Hanover County",Surfing ,M,N
2013-05-01,PHILIPPINES,Baatan,Limay,Unknown,Unknown,N
2013-06-22,USA,Johnston Atoll,Unknown,Swimming,M,N
2013-05-07,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2013-05-10,USA,Hawaii,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,Swimming,M,N
2013-05-14,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Wading,M,N
2013-05-03,USA,Florida,"Daytona Beach Shores, Volusia County",Walking,F,N
2013-06-01,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,Unknown
2013-06-08,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Unknown,N
2013-05-25,USA,Florida,"Coral Cove Park, Jupiter Inlet, Palm Beach County",Surfing,M,N
2014-07-31,USA,Florida,"Cocoa  Beach, Brevard County",Surfing,F,N
2014-08-29,USA,Florida,"New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County",Walking,F,N
2014-08-21,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Bathing,M,N
2014-08-20,USA,California,"204s, San Clemente, Orange County",Surfing,M,N
2014-08-15,USA,California,"Kibesillah, Mendocino County",Diving,M,Y
2014-08-06,USA,Florida,"Big Bayou, St. Petersburg, Pinellas County ",Swimming,M,N
2014-08-03,AUSTRALIA,New South Wales,Byron Bay,Spearfishing,M,N
2014-08-01,SOUTH AFRICA,KwaZulu-Natal,Park Rynie,Fishing,Unknown,N
2014-07-30,RUSSIA,Kuril Islands in the Pacific,"Kunashir Island, 70 km from northern Japan",Diving & fishing with net,M,N
2014-06-26,AUSTRALIA,Western Australia,Floreat Beach,Crayfishing,M,Unknown
2014-07-27,USA,North Carolina,"Carolina Beach, New Hanover County",Swimming,F,N
2014-07-27,USA,Texas,Galveston Island,Swimming,F,N
2014-07-25,USA,Texas,"Bryan Beach, Brazoria County",Wading / fishing & carrying a bag of fish,M,N
2014-07-19,AUSTRALIA,Western Australia,"7 km off Trigg surf beach, Perth",Fishing,Unknown,N
2014-07-15,JAPAN,Wakayama Prefecture,Susami,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,N
2014-07-10,AUSTRALIA,Western Australia,"Lefthanders Beach, Margaret River",Surfing,M,Y
2014-07-02,EGYPT,Sinai Peninsula,The lagoon at Dahab,Snorkeling,F,N
2014-07-02,USA,Alabama,"Gulf Shores Beach, Baldwin County",Wading,M,N
2014-09-04,USA,South Carolina ,"North of Apache Pier, Myrtle Beach, Horry County",Jumping,F,N
2014-07-28,USA,North Carolina,"Rodanthe, Dare County",Surfing,F,N
2014-09-08,BRAZIL,Pernambuco,"Pina, Recife",Swimming,Unknown,Y
2014-12-26,SRI LANKA,Eastern Province,Pasikudha,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",F,Unknown
2014-09-20,USA,Oregon,Gold  Beach,Surfing,M,N
2014-06-14,USA,Florida,"Disney / Vero Beach, Indian River County",In water with diving seabirds,F,N
2014-12-16,AUSTRALIA,South Australia,"West Beach, Adelaide",Scurfing (surfboard being  towed behind a boat),M,Y
2014-12-11,AUSTRALIA,Queensland,Opal Reef,Spearfishing,M,Y
2014-11-27,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,N
2014-11-26,SOUTH AFRICA,Eastern Cape Province,Gonubie,Playing,M,N
2014-11-15,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",Swimming,F,Y
2014-11-11,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,lli,N
2014-11-11,VANUATU,Malampa Province,Malakula (Malakula Island),Snorkeling,M,N
2014-11-01,NEW CALEDONIA,North Province,Koumac,Diving,Unknown,N
2014-09-10,USA,Texas,South Padre Island,Surf fishing,M,Unknown
2014-10-31,CUBA,Camaguey Province,Santa Lucia,Diving,M,N
2014-10-30,SOUTH AFRICA,Western Cape Province,Gansbaai,Chumming for white sharks,M,N
2014-10-21,AUSTRALIA,New South Wales,Stockton Beach,Surfing,M,N
2014-10-10,USA,California,"Limantour Beach, Point Reyes National Seashore",Surfing,M,N
2014-10-09,USA,Hawaii,Moloka'i,Spearfishing,M,N
2014-10-09,SOUTH AFRICA,Eastern Cape Province,Jeffrey�s Bay,Surfing,M,N
2014-10-06,REUNION,Conservat�ria District,"P' tit Paris, Saint-Pierre",Body boarding,M,N
2014-10-02,USA,California,"Pismo Beach, San Luis Obispo County",Surfing,M,N
2014-10-01,USA,California,"Lifeguard Tower 16, Huntington Beach, Orange County",Surfing,M,N
2014-09-25,AUSTRALIA,Queensland,Batt Reef,Spearfishing/ filming,Unknown,N
2014-10-30,NEW ZEALAND,North Island,Whangarei,Unknown,Unknown,Unknown
2014-06-10,AUSTRALIA,Western Australia,Bunbury,Body boarding,M,N
2014-06-26,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,N
2014-06-02,SOUTH AFRICA,Western Cape Province,Dyer Island,"Swimming, poaching perlemoen",M,Y
2014-03-22,NEW ZEALAND,North Island,Te Arai Point,Spearfishing,M,N
2014-03-16,USA,Hawaii,"Kalihiwai Beach, Kauai",Surfing,M,N
2014-03-06,AUSTRALIA,Western Australia,5 nm off Cervantes,Spearfishing,M,N
2014-02-28,BRAZIL,Pernambuco,"Piedade Beach, Recife",Swimming,M,Y
2014-02-26,NEW ZEALAND,"South Island, near Karitane north of Dunedin",South Beach,Surfing,M,N
2014-02-21,AUSTRALIA,New South Wales,"Taree, Old Bar Beach",Swimming,M,N
2014-02-16,AUSTRALIA,Queensland,"Fido's Reef, 300 m east of Cook Island. Cook Island is 2 miles from Tweed Heads, Gold Coast",Free diving & spearfishing,M,Unknown
2014-02-14,EGYPT,Unknown,"Coral Bay, Sharm-el-Sheikh",Snorkeling,M,Y
2014-02-11,AUSTRALIA,New South Wales,Caves Beach,Snorkeling,M,N
2014-03-24,USA,Hawaii,Punaluu,Snorkeling,F,N
2014-01-23,URUGUAY,Rocha,Ensenada de la Coronilla,Surfing,M,N
2014-01-21,VENEZUELA,Anzoategui,"Playa Colorada Beach, Mochima National Park, only 200 m west of Santa Cruz Beach",Swimming,M,N
2014-01-21,VENEZUELA,Anzoategui,"Santa Cruz Beach, Mochima National Park, 250 km from Caracas",Spearfishing,M,N
2014-01-15,SOUTH AFRICA,KwaZulu-Natal,Ballito,Surf skiing,M,N
2014-01-12,AUSTRALIA,New South Wales,Bushrangers Pass at Bass Point,Diving,M,N
2014-01-07,SOUTH AFRICA,Eastern Cape Province,"West Beach, Port Alfred",Surfing,M,N
2014-01-03,NEW ZEALAND,North Island,"Whiritoa, Eastern Cormandel",Kayaking (returning from spearfishing),M,Unknown
2014-01-03,EGYPT,Sinai Peninsula,Off Sharm El-Sheikh,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,Unknown,Y
2014-01-01,AUSTRALIA,Western Australia,Redgate Beach,Surfing,M,N
2014-06-10,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming,M,N
2014-01-22,NEW ZEALAND,Northlands,90 Mile Beach,Boogie boarding,M,Unknown
2014-03-27,USA,Florida,"Sanibel Island, Lee County",Swimming,M,N
2014-01-25,AUSTRALIA,Western Australia,Binningup,Scuba diving,M,N
2014-03-28,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Surfing,M,N
2014-05-29,USA,Texas,"Pirate's Beach, Galveston Island",Wading,M,N
2014-03-27,REUNION,Saint-Beno�t,Spot de la gare,Surfing,M,N
2014-05-23,BRAZIL,Pernambuco,Piedade Beach,Swimming,M,N
2014-05-28,USA,California,"Salmon Creek, Sonoma County",Surfing,M,N
2014-05-23,USA,Florida,"St. Augustine, St. John's County",Boogie-boarding / swimming,M,N
2014-05-22,USA,Florida,St. Augustine  St. Johns County,Swimming,M,Unknown
2014-05-22,BRAZIL,Pernambuco,"Piedade Beach, Recife",Wading,F,N
2014-05-18,BAHAMAS,Abaco Islands,Green Turtle Cay,Free diving & spearfishing,M,N
2014-05-04,USA,Texas,Channel between South Padre Island & Padre Island National Seashore,Tandem surfing,M,N
2014-05-01,BRAZIL,Pernambuco,Piedade ,Swimming,M,Y
2014-05-22,USA,Florida,"Jacksonville Beach, Duval County",Unknown,F,N
2014-03-31,USA,Florida,"Stuart Rocks, Martin County",Surfing,M,N
2014-04-22,NEW ZEALAND,North Island,Motunui,Fishing,Unknown,N
2014-04-13, TONGA,Nuku'alofa,30 nautical miles offshore,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,Y
2014-04-13, TONGA,Nuku'alofa,30 nautical miles offshore,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,Y
2014-04-07,USA,Hawaii,"Kahana Beach, Maui",Surfing,M,Y
2014-04-05,SOUTH AFRICA,Western Cape Province,"Surfers' Corner, Muizenberg, False Bay",Surfing,M,N
2014-04-04,USA,Hawaii,Velzyland,Surfing,F,Unknown
2014-03-31,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Unknown,M,N
2014-04-26,AUSTRALIA,New South Wales,"Latitude Reef, near Forster",Diving,M,N
2014-03-29,BRAZIL,Pernambuco,Piedade Beach,Body boarding,M,N
2015-09-05,USA,North Carolina,"North Topsail Beach, Onslow County",Wading,F,N
2015-09-07,AUSTRALIA,New South Wales,"Park Beach, Coff's Harbour",Standing,M,N
2015-09-11,USA,South Carolina,Folly Beach,Surfing,M,Y
2015-09-20,USA,South Carolina,"Myrtle Beach, Horry County",Body surfing,F,N
2015-10-01,SOUTH AFRICA,Western Cape Province,"Sunny Cove, Fish Hoek",Surf-skiing,M,N
2015-09-23,AUSTRALIA,Western Australia,"Scarborough Beach, Perth",Surfing,M,N
2015-09-24,AUSTRALIA,South Australia,Kangaroo Island,Surfing,M,N
2015-09-27,AUSTRALIA,New South Wales,Arakoon's Little Bay,Surfing,M,N
2015-09-04,AUSTRALIA,South Australia,"Fishery Bay, Eyre Peninsula",Surfing,M,N
2015-09-22,USA,Florida,"Tigertail Beach, Collier County",Surfing,M,Unknown
2015-09-02,USA,Florida,"Ponce Inlet, Volusia County",Standing / Surfing,M,N
2015-08-06,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,N
2015-08-24,AUSTRALIA,South Australia,Glenelg ,Scuba diving,M,Y
2015-08-24,USA,California,"Scripps, LaJolla, San Diego County",Surfing,M,N
2015-08-22,USA,South Carolina,"6th Avenue North, Myrtle Beach, Horry County","Boogie boarding, kicked at object in the water",M,Unknown
2015-07-27,USA,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Wading,F,N
2015-08-21,USA,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",Swimming,M,N
2015-08-19,USA,Texas,Crystal Beach (east of Galveston),Walking,M,N
2015-08-14,SOUTH AFRICA,Western Cape Province,"Milnerton Lagoon, Cape Town",Unknown,Unknown,Unknown
2015-08-12,USA,North Carolina,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,M,N
2015-08-01,Seychelles,Inner Islands,Off North Island,Fishing,M,Unknown
2015-10-03,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,N
2015-09-02,THAILAND,Unknown,On deck of fishing trawler 100 nautical miles offshore,Removing shark from net,M,Y
2015-10-06,USA,Florida,"Ponce Inlet, Volusia County",Treading water/ Surfing,M,N
2015-12-11,AUSTRALIA,Queensland,St. Crispin Reef,Spearfishing,M,N
2015-10-13,USA,Hawaii,"Honokowai, Maui",Surfing,M,N
2015-12-24,USA,Oregon,"Tillamook Head, Clatsop County",Surfing,M,N
2015-12-21,USA,Hawaii,"Keawakapu Beach, Maui",Swimming,M,N
2015-12-20,ATLANTIC OCEAN,600 nm west of the Canary Islands,Unknown,Competing in the Woodvale Atlantic Rowing Race,Unknown,N
2015-12-05,AUSTRALIA,South Australia,"Middle Beach, 40 km north of Adelaide",Fishing,Unknown,N
2015-11-29,USA,Florida,"Cape San Blas, Gulf County",Surfing,M,N
2015-11-27,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,N
2015-11-25,AUSTRALIA,Victoria,"6 km off Collendina, south of Melbourne",Fishing,Unknown,N
2015-11-25,AUSTRALIA,Victoria,Flinders,Surfing,M,N
2015-11-25,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,M,N
2015-11-24,NEW CALEDONIA,Loyalty Islands,Mar�,Spearfishing,Unknown,N
2015-11-21,USA,Florida,"Jensen Beach, Martin County ",Surfing,M,N
2015-11-20,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,N
2015-11-16,NEW CALEDONIA,Unknown,Unknown,Unknown,Unknown,N
2015-11-15,SOUTH AFRICA,Eastern Cape Province,Aston Bay,Fishing for sharks,M,N
2015-11-12,USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,N
2015-11-02,USA,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,M,N
2015-11-02,USA,California,"Ocean Beach, San Francisco, San Francisco County",Surfing,M,N
2015-10-29,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Wading,M,N
2015-10-25,ST. MAARTIN,Simpson Bay,Sunterra Beach,Standing,M,N
2015-10-22,SOUTH AFRICA,Western Cape Province,Uilenkraalsmond (near Gansbaai),Standing / Surfing,M,N
2015-10-21,USA,California,"Klamath River mouth, Del Norte County",Surfing,M,N
2015-10-19,USA,California,"Salmon Beach, Sonoma County",Surfing,F,N
2015-10-15,USA,Florida,"Ponce Inlet, Volusia County",Wading,M,N
2015-10-11,GRAND CAYMAN,East Wall,Jack McKenney's Canyon,Scuba diving,F,N
2015-07-23,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,N
2015-06-25,USA,Florida,"Destin, Walton County",Swimming with boogie board,F,Y
2015-07-17,LIBERIA,Unknown,Unknown,Swimming,M,Unknown
2015-04-13,USA,Florida,"Crescent Beach, Sarasota County",Wading,F,N
2015-04-09,USA,Florida,"Central Gulf Coast, St. John County",Surfing,M,Unknown
2015-04-07,USA,Texas,"Isla Blanca Park, South Padre Island, Cameron County",Surfing,M,N
2015-04-06,USA,Florida,"Jacksonville Beach, Duval County",Unknown,F,N
2015-04-06,HONDURAS,Bay Islands,Utila,SCUBA Diving,F,Unknown
2015-03-28,SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,M,N
2015-03-27,AUSTRALIA,New South Wales,Unknown,Surfing,M,N
2015-03-25,VENEZUELA,Unknown,Punta Caracas,Surfing,M,N
2015-03-19,AUSTRALIA,Western Australia,"Wreck Point, Abrolhos Islands",Snorkeling,M,Y
2015-03-12,USA,New Mexico,"Albuquerue Aquarium, Albuquerue",Diving in aquarium display tank,M,N
2015-04-16,AUSTRALIA,New South Wales,Bronte Beach,Surfing,M,N
